CCJ492,Contemporary Issues in Criminology and Criminal Justice
CCJ495,Advanced Internship
CDS105,Introduction to Communication Disorders
CDS300,Phonetics
CDS301,Introduction to Speech-Language and Hearing Science
CDS302,Voice and Articulation
CDS303,Language Development
CDS310,Cultural Diversity Aspects of Communication
CDS314,Anatomy and Physiology of the Speech and Hearing Mechanism
CDS328,Communication Disorders and Sciences and the Classroom Teacher
CDS408,Communicative Disorders: Craniofacial Anomalies
CDS410,Multicultural Aspects of Communication Disorders
CDS420,Introduction to Audiological Disorders and Evaluation
CDS422,Communication Problems of the Hearing Impaired
CDS450,Neuroanatomical Basis of Human Communication
CDS460,Augmentative and Alternative Communication Systems
CDS485,Special Topics in CDS
CDS491,Individual Study
CDS492,Diagnostic Procedures in Communication Disorders
CDS493,Basic Clinical Practice
CDS494,Beginning Clinical Practicum
CE251,Introduction to Probability and Statistics for Engineering
CE263,Basic Surveying
CE301,Introduction to Resource Sustainability in Civil and Environmental Engineering
CE310,Environmental Engineering
CE310L,Environmental Engineering Laboratory Experiments
CE320,Soil Mechanics
CE320L,Soil Mechanics Laboratory Experiments
CE330,Civil Engineering Materials
CE331,Transportation Engineering
CE340,Structures
CE392,Civil Engineering Cooperative Education
CE410,Hazardous Waste Engineering
CE412,"Contaminant Fate, Transport and Remediation in Groundwater"
CE413,Collection Systems Design
CE416,Surface Water Quality Modeling
CE418,Water and Wastewater Treatment
CE419,Advanced Water and Wastewater Treatment
CE421,Foundation Design
CE422,Environmental Geotechnology
CE423,Geotechnical Engineering in Professional Practice
CE426,Seepage and Slope Stability Analysis
CE431,Pavement Design
CE432,Computer Aided Design and Drawing (CADD) for Civil Engineers
CE440,Statically Indeterminate Structures
CE441,Matrix Methods of Structural Analysis
CE442,Structural Steel Design
CE444,Reinforced Concrete Design
CE445,Fundamental Theory of Earthquake Engineering
CE446,Prestressed Concrete Design
CE447,Seismic Design of Structures
CE448,Structural Design of Highway Bridges
CE451,Introduction to Finite Elements in Engineering Applications
CE466,"GIS in Civil, Environmental and Infrastructure Engineering"
CE471,Groundwater Hydrology
CE472,Open Channel Hydraulics
CE473,Hydrologic Analysis and Design
CE474,Water Resources Engineering
CE486,Nondestructive Evaluation of Engineering Materials
CE492A,Special Problems in Civil Engineering
CE492B,Special Problems in Civil Engineering
CE492C,Special Problems in Civil Engineering
CE492D,Special Problems in Civil Engineering
CE492E,Special Problems in Civil Engineering
CE492F,Special Problems in Civil Engineering
CE492G,Special Problems in Civil Engineering
CE495A,Civil Engineering Design
CE495B,Civil Engineering Design
ECE222,Introduction to Digital Computation
ECE235,Electric Circuits I
ECE235L,Electric Circuits I Laboratory
ECE296,Introduction to Software Tools and Robotics
ECE296L,Introduction to Software Tools and Robotics Lab
ECE315,Mathematical Methods in ECE
ECE321,Introduction to Software Engineering
ECE321H,Introduction to Software Engineering University Honors
ECE321L,Introduction to Software Engineering Lab
ECE327,Digital Circuit Design with HDL
ECE327H,Digital Circuit Design with HDL
ECE327L,Digital Circuit Design with HDL-Laboratory
ECE329,Computer Organization and Design
ECE329H,Computer Organization and Design Honors
ECE329L,Computer Organization and Design Lab
ECE336,Electric Circuits II
ECE345,Electronics
ECE345H,Electronics-Honors
ECE345L,Electronics Lab
ECE351,Probability and Statistical Analysis for Engineers
ECE355,Signals and Systems
ECE355H,Signals and Systems Honors
ECE355L,Signals and Systems Lab
ECE356,Linear Control Systems
ECE356L,Systems and Control Laboratory
ECE361,Introduction to Biomedical Engineering
ECE375,Introduction to Electromagnetic Fields
ECE375H,Introduction to Electromagnetic Fields
ECE375L,Intro Electromagnetic Laboratory
ECE385,Electromechanical Energy Conversion
ECE385L,Electric Machines Lab
ECE392,Electrical Engineering Cooperative Education
ECE412,Wireless Networks
ECE417,Systems Modeling and Verification
ECE418,Hardware Security
ECE419,Computer Systems Reliability
ECE422,Computer Network System Architecture
ECE423,Digital VLSI Design
ECE424,Design of Embedded Systems
ECE425,VLSI Design and Test Automation
ECE426,Implementation of VLSI Systems with HDL
ECE427,Introduction to Integrated Interconnection Networks
ECE428,Programmable ASIC Design
ECE429,Computer Systems Architecture
ECE430,Principles of Systems Programming
ECE431,Cloud Computing
ECE432,Programming for Multi-Core Processors
ECE433,Network System Security
ECE434,Computer Systems Security
ECE435,Data Analysis in Engineering with R
ECE438,Introduction to Medical Instrumentation
ECE440,CMOS Radio-Frequency Integrated Circuit Design
ECE441,Photonics I
ECE446,Electronic Circuit Design
ECE447,Semiconductor Devices
ECE448,Photonics II
ECE449,VLSI Material and Device Characterization
ECE456,Mechatronics and Embedded Control
ECE457,Computational Electronics
ECE458,Digital Image Processing I
ECE459,MEMS and Micro-Engineering
ECE460,Principles of Biomedical Engineering
ECE466,Modern Control Systems
ECE467,Introduction to Biomedical Imaging
ECE468A,Digital Signal Processing
ECE469,Introduction to Machine Learning for Engineering Applications
ECE470,Fundamentals of Neural Networks in Data Science
ECE471,Wireless Communication Systems
ECE472,Antennas I
ECE474,Speech Processing
ECE475,Digital Health Cyber Systems
ECE476,Introduction to Information Theory and Channel Coding
ECE477,Fields and Waves I
ECE478,Principles of Communication Systems
ECE479,Microwave Engineering I
ECE481,Wind and Solar Energy Power Systems
ECE482,Power Converter Design and Control
ECE483,Electric Drive Systems
ECE484,Electric and Hybrid Vehicles
ECE486,Clean Electric Energy
ECE487,Power Systems Analysis
ECE488,Power System Engineering
ECE489,Electric Power Distribution
ECE492,Special Studies in Electrical Engineering
ECE493,Special Topics in Electrical Engineering
ECE494,Diagnostic Ultrasound
ECE495C,Computer Engineering Senior Design I
ECE495D,Electrical and Computer Engineering Senior Design II
ECE495E,Electrical Engineering Senior Design I
ECE496A,Honors in Electrical and Computer Engineering-Honors Reading
ECE496B,Honors in Electrical and Computer Engineering-Honors Supervised Research
CI112,Strategic Reading Lab
CI120,Mathematics Content and Methods for Elementary School I
CI199,Introduction to College Research
CI217,Guiding Play and Building Learning Communities
CI220,Mathematics Content and Methods for the Elementary School II
CI225,Young Children and the Arts
CI227,Intimate Relationships and Family Development
CI231,"Health, Safety & Nutrition in Early Childhood"
CI237,Early Child Development I
CI258,Credit for Work Experience
CI318A,Early Childhood Curriculum
CI318B,Clinical Experiences in Early Childhood Curriculum
CI321,Mathematics Content and Methods for the Elementary School III
CI322,Mathematics Content and Methods for the Elementary School IV
CI324,Teaching Tools for the Early Childhood Classroom
CI327,Family Studies
CI337,Assessment of Child Development
CI361,Social Studies Teaching Methods (PreK-4th Grade)
CI362,"Teaching Elementary/Middle Level Social Studies Methods, Grades 4-8"
CI388,Integrated Math Content and Methods for Teachers (PreK-4th Grade)
CI389,Integrated Math Content and Methods for Teachers (4th-8th Grade)
CI390A,Readings-Curriculum
CI390C,Readings-Language Arts
CI390D,Readings-Science
CI390E,Readings-Mathematics
CI390F,Readings-Reading
CI390G,Readings-Social Studies
CI390H,Readings-Early Childhood Education
CI390I,Readings-Elementary Education
CI390J,Readings-Middle School
CI390M,Readings-Instruction
CI390O,Readings-Environmental Education
CI390P,Readings-Children's Literature
CI390Q,Readings-Family Studies
CI393A,Individual Research in Education-Curriculum
CI393C,Individual Research in Education-Language Arts
CI393D,Individual Research in Education-Science
CI393E,Individual Research in Education-Mathematics
CI393F,Individual Research in Education-Reading
CI393G,Individual Research in Education-Social Studies
CI393H,Individual Research in Education-Early Childhood Education
CI393I,Individual Research in Education-Elementary Education
CI393J,Individual Research in Education-The Middle School-Junior High School
CI393M,Individual Research in Education-Instruction
CI393O,Individual Research in Education-Environmental Education
CI393Q,Individual Research in Education-Family Studies
CI395,Field Observation
CI401,Designing Digital Games and Simulations
CI403,Child Abuse and Neglect
CI404,Infant Development
CI405A,Infant and Toddler Development
CI405B,Infant and Toddler Practicum
CI407C,Diagnostic Teaching Strategies for Classroom Teachers-Language Arts
CI407E,Diagnostic Teaching Strategies for Classroom Teachers-Mathematics
CI407F,Diagnostic Teaching Strategies for Classroom Teachers-Reading
CI408,Current Issues in Early Intervention
CI409,Curriculum Planning and Assessment in the Arts
CI410,Creative Writing in the Public School
CI411,Research after College
CI412C,Improvement of Instruction in Early Childhood Education (Preschool-Grade 3)-Language Arts
CI412D,Improvement of Instruction in Early Childhood Education (Preschool-Grade 3)-Science
CI412E,Improvement of Instruction in Early Childhood Education (Preschool-Grade 3)-Mathematics
CI412F,Improvement of Instruction in Early Childhood Education (Preschool-Grade 3)-Reading
CI412G,Improvement of Instruction in Early Childhood Education (Preschool-Grade 3)-Social Studies
CI413,"Language Development of the Young Child, Birth-8 Years"
CI415,Teaching Middle School Mathematics [Grades 4-8]
CI417,Administration of Early Childhood and Family Programs
CI418,Critical Issues in Teaching
CI419,"Child, Family, and Community Engagement"
CI421,"Family Literacy Programs, Policies, and Practices"
CI422,Teaching Reading in the Elementary School
CI423,Teaching Elementary School English Language Arts
CI426,An Introduction to Teaching Elementary School Science (PreK-4th Grade)
CI427,Science Process and Concepts for Teachers (4th-8th Grade)
CI428,Inquiry Skills for Teaching Junior and Senior High School Science
CI429,Instructional Methods for the Primary Child: Social Studies and Science
CI430,Instructional Strategies for the Primary Child: Mathematics
CI431,Literacy Foundations and Instructional Models
CI432,Literacy Development and Assessment (PreK-4th Grade)
CI433,Instruction and Assessment of Adolescent Literacy
CI434,Diagnostic Literacy Assessment and Intervention
CI435,Literature and Informational Texts for Children and Early Adolescents
CI441,Multicultural Literature for Children
CI445,Literature and Informational Texts for Young Adults
CI462,Middle and Junior High School Programs
CI463,Meeting the Social and Emotional Needs of Gifted Children
CI466,Documenting Accomplished Teaching
CI467,Methods and Materials in the Education of the Gifted
CI473,Teaching in Middle Level Schools
CI495,Internship in Child and Family Services
CI496,Field Study Abroad
CI498B,Workshops in Education-Supervision for Instructional Improvement
CI498C,Workshops in Education-Language Arts
CI498D,Workshops in Education-Science
CI498E,Workshops in Education-Mathematics
CI498F,Workshops in Education-Reading
CI498G,Workshops in Education-Social Studies
CI498H,Workshops in Education-Early Childhood Education
CI498I,Workshops in Education-Elementary Education
CI498J,Workshops in Education-The Middle School
CI498K,Workshops in Education-Secondary Education
CI498M,Workshops in Education-Instruction
CI498O,Workshops in Education-Environmental Education
CI498P,Workshops in Education-Children's Literature
CI498Q,Workshops in Education-Family Studies
CI498S,Workshops in Education-Gifted and Talented Education
CI498T,Workshops in Education-Teacher Education
CHEM106,Chemistry and Society
CHEM125,Preparatory General Chemistry
CHEM140A,Chemistry
CHEM140B,Chemistry
CHEM173,Introduction to Forensic Science
CHEM180,The Chemistry of Beer and Brewing
CHEM181,The Chemistry of Beer and Brewing Lab
CHEM200,Introduction to Chemical Principles
CHEM201,General Chemistry Laboratory I
CHEM202,Introductory Chemistry Workshop
CHEM205,Atoms and Molecules for CHEM Majors
CHEM205H,Chemistry of Atoms and Molecules for Honors
CHEM207,Atoms and Molecules Workshop for CHEM Majors
CHEM207H,Atoms and Molecules Workshop for Honors
CHEM210,General and Inorganic Chemistry
CHEM211,General Chemistry Laboratory II
CHEM212,General Chemistry Workshop
CHEM215,Chemistry of Matter for CHEM Majors
CHEM215H,Chemistry of Matter for Honors
CHEM217,Chemistry of Matter Workshop for CHEM Majors
CHEM217H,Chemistry of Matter Workshop for Honors
CHEM296,Introduction to Research
CHEM311,Intermediate Inorganic Chemistry
CHEM330,Quantitative Analysis
CHEM339,Introduction to Organic Chemistry
CHEM340,Organic Chemistry I
CHEM341,Organic Chemistry Laboratory I
CHEM350,Introduction to Biological Chemistry
CHEM351,Biochemistry Laboratory
CHEM360,Classical Physical Chemistry
CHEM361,Physical Chemistry Laboratory I
CHEM386A,Problem Solving Workshop
CHEM386B,Problem Solving Workshop
CHEM396,Undergraduate Research
CHEM410,Inorganic Synthesis and Characterization Laboratory
CHEM411,Advanced Inorganic Chemistry
CHEM431,Environmental Chemistry
CHEM434,Instrumental Analytical Chemistry
CHEM439,Forensic Chemistry
CHEM442,Organic Chemistry II
CHEM443,Organic Chemistry Laboratory II
CHEM444,Intermediate Organic Chemistry
CHEM451A,Biochemistry
CHEM451B,Biochemistry
CHEM452,Advanced Biological Chemistry
CHEM453,Advanced Biochemistry Laboratory
CHEM456,Biophysical Chemistry
CHEM460,Quantum Mechanics and Spectroscopy
CHEM463,Physical Chemistry Laboratory II
CHEM468,Application of Symmetry to Chemistry
CHEM479,Principles of Materials Chemistry
CHEM489,Special Topics in Chemistry
CHEM490,Undergraduate Seminar
CHEM490H,Honors Seminar
CHEM496,Research
CHEM496H,Honors Research
CHEM499H,Honors Thesis
CI327,Family Studies
CIN100,Forum in Art and Culture
CIN101,Introduction to Screen Studies
CIN101H,Honors Film History and Analysis
CIN120,Making Media: Digital Photo & Video Tools
CIN257,Work Experience
CIN259,Occupational Education in Cinema
CIN270A,Topics in Cinema
CIN270B,Topics in Cinema
CIN270C,Topics in Cinema
CIN270D,Topics in Cinema
CIN277,Introductory Narrative Crew Production
CIN291,Independent Educational Experience in Cinema
CIN301,Media Arts Practice I
CIN302,Media Arts Practice II
CIN341,Integrative Studio I
CIN342,Integrative Studio II
CIN349,The Cinema
CIN354I,Mass Media Culture and American Studies
CIN358I,Introduction to Peace Studies
CIN361,New Media Now
CIN362,New Media Then
CIN370,Topics in Cinema Studies
CIN380,Producing Independent Cinema
CIN400,Cinema Production
CIN440,New Media Production
CIN441,History of New Media
CIN450,Narrative Film Production
CIN451,Writing the Short Film
CIN452,Screenwriting
CIN453,Experimental Production
CIN454,Approaches for the Animation Stand
CIN457,Documentary Production
CIN460,Survey of Film History
CIN462,History and Theory of International Documentary Film
CIN463,History of Experimental Film
CIN464,"Understanding Animation: History, Theory & Technology"
CIN465,Short Cinema Studies
CIN466,Film Styles and Genres
CIN467,Film Authors
CIN468,Film Criticism
CIN469,Queer Visual Culture
CIN470A,Advanced Topics Cinema Studies
CIN470B,Advanced Topics Film Production
CIN470D,Advanced Topics Interdisciplinary Studies
CIN470H,Honors Advanced Topics Cinema Studies
CIN470I,Topics in Film Production
CIN470W,Advanced Topics Screenwriting
CIN471,Directing
CIN472,Problems in Creative Production: Cinema
CIN473,Advanced Experimental Strategies
CIN474,Optical Printing
CIN475,Cinematography
CIN490,Senior Seminar: Topics in Art and Media
CIN491,Individual Study in Cinema or New Media
CIN492,Practicum
CIN494,Internship Program
CIN495,Internship
CIN496,Post-Production Workshop
CIN497A,Independent Projects in Cinema
CIN499P,Senior Thesis-Production
CIN499S,Senior Thesis-Studies
CIN499W,Senior Thesis-Screenwriting
CMST101,"Introduction to Oral Communication: Speech, Self and Society"
CMST102,Speaking with Confidence: Overcoming Communication Apprehension
CMST201,Performing Culture
CMST221,Advanced Public Speaking
CMST230,Foundations of Communication
CMST241,Communication Skills in the Global Workplace
CMST261,Small Group Communication
CMST262,Interpersonal Communication
CMST280,Business and Professional Communication
CMST281,Introduction to Public Relations
CMST301I,Communication Across Cultures
CMST310,Speechwriting
CMST325,Argumentation and Debate
CMST326,Persuasion
CMST341,Introduction to Intercultural Communication
CMST342,Communication and Popular Culture
CMST361,Nonverbal Communication
CMST362,Communication and Social Process
CMST370,Performance of Literature
CMST371,Storytelling
CMST380,Introduction to Leadership and Organizational Communication
CMST381,Public Relations in Practice
CMST382,Research Methods in Public Communication
CMST383,Interviewers and Interviewing
CMST390A,Applied Communication-Performance
CMST390B,Applied Communication-Debate
CMST390C,Applied Communication-General
CMST390D,Applied Communication-PRSSA
CMST390E,Applied Communication-Professional Communicator Credential
CMST401,Communication Theories and Models
CMST411,Rhetorical Criticism
CMST412,Environmental Rhetoric
CMST413,Visual Rhetoric
CMST415,"Topics in Gender, Sexuality, and Communication"
CMST416,Black Feminist Thought as Theory and Praxis
CMST421,Studies in Public Address
CMST435,Topics in Performance Studies
CMST440,"Language, Culture, and Communication"
CMST441,Advanced Intercultural Communication: Theory and Practice
CMST442,Psychology of Human Communication
CMST443,Approaches to Language in Communication Research
CMST445,Performance in Everyday Life
CMST447,Communicating Race and Ethnicity
CMST448,Intercultural Training
CMST451,Political Communication
CMST460,Small Group Communication: Theory and Research
CMST461,Interpersonal Communication as Encounter
CMST463,Communication and Conflict
CMST464,Compassionate Communication
CMST465,Philosophy of Communication
CMST471,Studies in Genre and Performance
CMST472,Media and Performance
CMST473,Performance Ethnography
CMST474,Adaptation and Staging
CMST475,Group Performance
CMST476,Performance Composition
CMST480,Case Studies in Leadership Communication
CMST481,Public Relations Cases and Campaigns
CMST482,Public Relations in Sports and Recreation
CMST483,Advanced Business and Organizational Communication
CMST484,Social Media and Digital Communication
CMST485,Public Relations Ethics
CMST486,Special Topics in Public Relations
CMST490A,Communication Practicum-Performance
CMST490B,Communication Practicum-Debate
CMST490C,Communication Practicum-General
CMST490D,Communication Practicum-Communication Career Council
CMST491,Independent Study in Communication
CMST492,Workshop in Performance Studies
CMST493,Special Topics in Communication
CMST494A,Internship-Communication Pedagogy
CMST494B,Internship-Debate
CMST494C,Internship-Intercultural Communication
CMST494D,Internship-Interpersonal Communication
CMST494E,Internship-Organizational Communication
CMST494F,Internship-Performance Studies
CMST494G,Internship-Persuasive Communication
CMST494H,Internship-Public Relations
CS105,Introduction to Application Software
CS200B,Computer Concepts
CS201,Problem Solving with Computers
CS201B,The Beauty and Joy of Computing
CS202,Introduction to Computer Science
CS215,Discrete Mathematics
CS220,Programming with Data Structures
CS221,Introduction to Internet and Mobile Computing
CS280,Computational Statistics I
CS290,Communication Skills and Ethics for Computer Science
CS300,Introduction to Linux
CS304,Advanced Object-Oriented Programming
CS305,Software Development Practices
CS306,Linux/UNIX Programming
CS311,The Theory and Implementation of Programming Languages
CS315,Computer Logic and Digital Design
CS320,Computer Organization and Architecture
CS330,Introduction to the Design and Analysis of Algorithms
CS335,Operating Systems
CS350,Web Application Development
CS391,Current Topics in Computer Science
CS393,Internship in Computer Science
CS401,Computer Architecture
CS404,Autonomous Mobile Robots
CS406,Basic Linux System Administration
CS407,Advanced Linux/UNIX Programming
CS408,Applied Cryptography
CS409,Ethical Hacking
CS410,Computer Security
CS412,Programming Distributed Applications
CS413,Digital Forensics
CS415,Network Forensics
CS416,Compiler Construction
CS420,Distributed Systems
CS425,Principles of Virtualization and Cloud Computing
CS430,Database Systems
CS431,Cyber-Physical Systems
CS434,Learning From Data
CS435,Software Engineering
CS436,Artificial Intelligence I
CS437,Machine Learning and Soft Computing
CS438,Bioinformatics Algorithms
CS440,Computer Networks
CS441,Mobile and Wireless Computing
CS447,Introduction to Graph Theory
CS449,Introduction to Combinatorics
CS451,Theory of Computing
CS455,Advanced Algorithm Design and Analysis
CS471,Optimization Techniques
CS472,Linear Programming
CS475,Numerical Analysis I
CS480,Computational Statistics II
CS484,User Interface Design and Development
CS485,Computer Graphics
CS487,Software Aspects of Game Development
CS490,Readings
CS491,Special Topics
CS492,Special Problems
CS493,Seminar
CS498,Senior Seminar in Computer Science
CS499,Senior Project in Computer Science
CS499B,Senior Thesis in Computer Science
CSEM200,Introduction to Crop Science
CSEM240,Soil Science
CSEM250,Pesticide Application
CSEM257,Work Experience
CSEM300,Field Crop Production
CSEM305,Plant Genetics
CSEM347,Urban Soils
CSEM359,Intern Program
CSEM370,Agroecology-Sustainable Agricultural Systems
CSEM381,Plant and Soil Science Seminar
CSEM390,Special Studies in Plant and Soil Science
CSEM391,Honors in Plant and Soil Science
CSEM400,Trends in Soil Science and Agronomy
CSEM401,Agricultural Plant Pathology
CSEM403A,Field Crops Diseases
CSEM404,Writing Fact Sheets in Agronomy and Soil Science
CSEM405,Plant Genetic Improvement
CSEM408,World Crop Production
CSEM409,Crop Physiology
CSEM419,Plant Molecular Biology
CSEM420,Crop Pest Control
CSEM425,Environmental Physiology of Plants
CSEM426,Genomics and Bioinformatics
CSEM427,Plant Biochemistry
CSEM433,Introduction to Agricultural Biotechnology
CSEM435,Agricultural Molecular Biotechnology Seminar
CSEM438,Plant and Animal Molecular Genetics Laboratory
CSEM441,Soil Morphology and Classification
CSEM442,Soil Physics
CSEM443,Soil Management
CSEM445,Irrigation Principles and Practices
CSEM446,Soil and Water Conservation
CSEM447,Fertilizers and Soil Fertility
CSEM448,Soil Fertility Evaluation
CSEM454,Soil Microbiology
CSEM455,Biology of Plant-Microbe Interactions
CSEM468,Weeds - Their Control
CSEM486,Invasive Plant Ecology and Management
CSEM487,Soil Health
DH200,Orientation to Dental Hygiene
DH206,Oral Anatomy and Tooth Morphology
DH206L,Oral Anatomy and Tooth Morphology Lab
DH207,Pre-Clinic
DH207C,Pre-Clinic Instrumentation
DH210,Patient Assessment Techniques
DH210C,Patient Assessment Pre-Clinic
DH212,Medical Emergencies in the Dental Office and General Diseases
DH218,Dental Hygiene Radiology I
DH218L,Dental Hygiene Radiology I Practicum
DH219,Dental Hygiene Radiology II
DH219L,Dental Hygiene Radiology II Practicum
DH220,Dental Hygiene Concepts and Review
DH220C,Dental Hygiene Clinic I
DH226,Anatomy of the Head and Neck
DH233,Histology and Embryology
DH247,Preventive Oral Care
DH247L,Preventive Oral Care Practicum
DH298,Multicultural Applied Experience
DH299,Individual Study
DH320,Advanced Dental Hygiene Concepts and Techniques
DH320C,Dental Hygiene Clinic II
DH322,Dental Materials
DH322L,Dental Materials Lab
DH340,Dental Pharmacology & Pain Control
DH341,Periodontics
DH345,Introduction to Dental Hygiene Management
DH347,Community Oral Health
DH349,Oral Pathology
DH355,Introduction to Dental Anesthesia and Comprehensive Care
DH355C,Dental Hygiene Clinic III
DH365,Teaching Strategies in Dental Hygiene
DH400,Senior Board Seminar
DH401,Dental Hygiene Practicum
DH401L,Dental Hygiene Practicum Lab
DH410,"Ethics, Practice Management and Effective Communication"
DH411,Research Methods
DH417,Multicultural/Geriatrics/Interprofessional Collaboration
DH417I,Multicultural Internship
DH425A,Readings in Dental Hygiene Education
DH425B,Readings in Dental Hygiene Management
DH435,Problems in Dental Hygiene Education and Management
DH440,Research Methods and Interpretation
DH441,Advanced Periodontics
DH441C,Dental Hygiene Clinic IV
DH450C,Advanced Periodontics Clinic V
DH476,Research Project
ECFS330,The Exceptional Child in ECE
ECON113,Economics of Contemporary Social Issues
ECON208,Business Data Analysis
ECON240,Introduction to Microeconomics
ECON241,Introduction to Macroeconomics
ECON301,Economic Readings
ECON302I,History and Philosophy of the World's Economic Systems
ECON310,Labor Problems
ECON315,Money and Banking
ECON322,Introduction to Economic Development
ECON325,Economics of Transition
ECON329,Introduction to International Economics
ECON330,Public Finance
ECON333,Economics of the Environment
ECON334,Health Economics
ECON340,Intermediate Microeconomics
ECON341,Intermediate Macroeconomics
ECON350,Law and Economics
ECON374,Industrial Organization
ECON390,Topics in Economics
ECON399,Internship in Economics
ECON416,Financial Economics
ECON429,International Trade and Finance
ECON440,"Price, Output, and Allocation Theories"
ECON441,Contemporary Macroeconomic Theory
ECON443,Honors Research in Economics
ECON450,History of Economic Thought
ECON463,Introduction to Applied Econometrics
ECON465,Mathematical Economics I
ECON474,Economic Strategies for Business
ECON479,Problems in Business and Economics
EDUC211,Diversity in Education
EDUC214,Human Development & Learning
EDUC301,"Clinical I, Reflective Instructional Practices"
EDUC302,"Clinical II, Methods of Instructional Practices"
EDUC303,"Clinical III, Advanced Instructional Practices"
EDUC304,Clinical IV-English as a Second Language Field Placement
EDUC308,Characteristics and Methods for Teaching Exceptional Children
EDUC312,Field Observation and Participation
EDUC313,"Reflective Classroom Planning, Organization, and Management"
EDUC319,"Language, Culture, and Learning"
EDUC350,Culture in the Classroom
EDUC351,Foundations of Bilingual Education
EDUC352,Linguistics for the ESL Teacher
EDUC353,Assessment of Bilingual Students
EDUC354,Bilingual and ESL Methods and Materials
EDUC360,Teaching Reading and Writing in the Secondary Content Areas
EDUC400,Clinical Field Experience III-Special Education
EDUC401A,Clinical Practice/Student Teaching
EDUC401C,Clinical Practice/Student Teaching
EDUC468,Science Methods for Middle and Senior High Schools
EDUC469,Teaching Social Sciences in the Secondary School [6-12]
EDUC470,Teaching and Learning NonFiction Sources for Adolescent and Adult Learners
EET103,Engineering Drawing I
EET104,Engineering Drawing II
EET150,Introduction to Electrical Engineering Technology
EET209,Manufacturing Process Laboratory
EET238,Digital System Fundamentals
EET245,Introductory Circuit Theory and Applications
EET258,Work Experience Credit
EET259,Occupational Credit
EET304A,AC/DC Circuit Theory and Application
EET304B,Network Theory and Application
EET321,Automated Instrumentation and Data Acquisition
EET332A,"DC Motors, Generators and Energy Conversion Devices"
EET332B,AC Electric Machines and Power Systems
EET338,Device Programming for IoT
EET342,Technology Design
EET358,Work Experience Credit
EET359,Occupational Credit
EET390,Cost Estimating
EET392A,Electrical Engineering Technology Co-op
EET392B,Electrical Engineering Technology Co-op
EET403A,Electronic Circuit Analysis
EET403B,Electronics Application and Design
EET436,Wireless Communications & Security
EET437A,Telecommunication Systems Fundamentals
EET437B,Data and Computer Communication
EET438A,Automatic Control Systems Technology
EET438B,Sequential Digital Control and Data Acquisition
EET439,Microcontroller Application and Design
EET445,Computer-Integrated Manufacturing
EET455,Industrial Robotics
EET492,Special Problems in Industry and Technology
EET495A,Electrical Engineering Technology Senior Design I
EET495B,Electrical Engineering Technology Senior Design II
ENGL100,Basic Writing
ENGL101,English Composition I
ENGL102,English Composition II
ENGL119,Introduction to Creative Writing
ENGL119H,Introduction to Creative Writing
ENGL120H,Honors Advanced Freshman Composition
ENGL121,The Western Literary Tradition
ENGL121H,The Western Literary Tradition Honors
ENGL204,Literary Perspectives of the Modern World
ENGL205,Cultural Diversity in American Literature
ENGL206A,Literature Among the Arts: The Visual
ENGL208,Introduction to Digital Narrative
ENGL209,Introduction to Genre
ENGL212,Introduction to American Studies
ENGL225,Women in Literature
ENGL290,Intermediate Analytical Writing
ENGL291,Intermediate Technical Writing
ENGL293,Special Topics in Literature and Language
ENGL300,Introduction to Language Analysis
ENGL301,Introduction to Literary Analysis
ENGL302A,Literary History of Britain to 1785
ENGL302B,"Literary History of Britain, 1785-Present"
ENGL303,Literary History of the United States
ENGL307I,Film as Literary Art
ENGL308,Intermediate Digital Narrative
ENGL313A,Beginning Irish Language
ENGL313B,Continuing Irish Language
ENGL325,Black American Writers
ENGL332,Folktales and Mythology
ENGL333,The Bible as Literature
ENGL335,The Short Story
ENGL340,Introduction to Poetry
ENGL341,Introduction to Narrative
ENGL342,Introduction to Drama
ENGL351,Forms of Fiction
ENGL352,Forms of Poetry
ENGL355A,"Survey of African-American Literature, Part I"
ENGL355B,"Survey of African-American Literature, Part II"
ENGL365,Shakespeare
ENGL370,Experiential Learning
ENGL371,Multi-Ethnic Literature
ENGL372,Cultural Studies
ENGL381A,Creative Writing: Beginning Fiction
ENGL381B,Creative Writing: Intermediate Fiction
ENGL382A,Creative Writing: Beginning Poetry
ENGL382B,Creative Writing: Intermediate Poetry
ENGL384,Creative Writing: Introduction of Literary Nonfiction
ENGL390,Advanced Composition
ENGL391,Precision in Reading and Writing
ENGL392,Technology and Technical Communication
ENGL393,Undergraduate Seminar
ENGL401,Modern English Grammars
ENGL402,Old English Language and Literature
ENGL403,History of the English Language
ENGL404A,"Medieval Allegory, History and Romance"
ENGL404B,"Medieval Lyric, Ballad and Drama"
ENGL405,Middle English Literature: Chaucer
ENGL408,Advanced Digital Narrative
ENGL412,English Non-Dramatic Literature: The Renaissance
ENGL413,English Non-Dramatic Literature: The Restoration and Earlier Eighteenth Century
ENGL414,English Non-Dramatic Literature: The Later Eighteenth Century
ENGL421,English Romantic Literature
ENGL422,Victorian Poetry
ENGL423,Modern British Poetry
ENGL425,Modern Continental Poetry
ENGL426,American Poetry to 1900
ENGL427,American Poetry from 1900 to the Present
ENGL433,Religion and Literature
ENGL436,Major American Writers
ENGL437,American Literature to 1800
ENGL445,Cultural Backgrounds of Western Literature
ENGL446,Caribbean Literature
ENGL447,African Literature
ENGL448A,Irish Literature Survey
ENGL448B,Irish Literature
ENGL451,Eighteenth Century English Fiction
