ENG MGT 5412  Operations Management Science (LEC 3.0)
ENG MGT 5414  Introduction To Operations Research (LEC 3.0)
ENG MGT 5510  Industrial Marketing Systems Analysis (LEC 3.0)
ENG MGT 5511  Technical Entrepreneurship (LEC 3.0)
ENG MGT 5512  Legal Environment (LEC 3.0)
ENG MGT 5513  Energy and Sustainability Management Engineering (LEC 3.0)
ENG MGT 5514  Patent Law (LEC 3.0)
ENG MGT 5515  Integrated Product And Process Design (LEC 3.0)
ENG MGT 5516  Integrated Product Development (LAB 2.0 and LEC 1.0)
ENG MGT 5610  Advanced Facilities Planning & Design (LAB 1.0 and LEC 2.0)
ENG MGT 5613  Value Analysis (LEC 3.0)
ENG MGT 5614  Supply Chain Management Systems (LEC 3.0)
ENG MGT 5615  Production Planning And Scheduling (LEC 3.0)
ENG MGT 5710  Six Sigma (LEC 3.0)
ENG MGT 5711  Total Quality Management (LEC 3.0)
ENG MGT 5712  Introduction To Quality Engineering (LEC 3.0)
ENG MGT 5713  Management And Methods In Reliability (LEC 3.0)
ENG MGT 5714  Statistical Process Control (LEC 3.0)
ENGLISH 1000  Special Problems And Readings (IND 0.0-6.0)
ENGLISH 1001  Special Topics (IND 0.0-6.0)
ENGLISH 1110  English As A Second Language-I (LEC 3.0)
ENGLISH 1120  Exposition And Argumentation (LEC 3.0)
ENGLISH 1160  Writing And Research (LEC 3.0)
ENGLISH 1170  Creative Writing (LEC 3.0)
ENGLISH 1211  British Literature I: The Beginnings To 1800 (LEC 3.0)
ENGLISH 1212  British Literature II 1800 To Present (LEC 3.0)
ENGLISH 1221  American Literature: 1600 To 1865 (LEC 3.0)
ENGLISH 1222  American Literature: 1865 To Present (LEC 3.0)
ENGLISH 1223  Introduction To American Studies (LEC 3.0)
ENGLISH 1231  World Literature I: From The Beginnings To The Renaissance (LEC 3.0)
ENGLISH 1600  Introduction to Technical Communication (LEC 3.0)
ENGLISH 2000  Special Problems And Readings (IND 0.0-6.0)
ENGLISH 2001  Special Topics (LEC 0.0-6.0)
ENGLISH 2002  Critical Approaches To Literature (LEC 3.0)
ENGLISH 2010  Seminar (IND 0.0-6.0)
ENGLISH 2171  Fiction Writing (LEC 3.0)
ENGLISH 2172  Creative Nonfiction Writing (LEC 3.0)
ENGLISH 2230  Literature And Film (LEC 3.0)
ENGLISH 2232  Comics and Graphic Novels (LEC 3.0)
ENGLISH 2240  Children's Literature (LEC 3.0)
ENGLISH 2241  Literature For Adolescents (LEC 3.0)
ENGLISH 2242  Literature By Women (LEC 3.0)
ENGLISH 2243  Science Fiction (LEC 3.0)
ENGLISH 2244  Fantasy Literature (LEC 3.0)
ENGLISH 2245  African American Literature (LEC 3.0)
ENGLISH 2246  The Bible As Literature (LEC 3.0)
ENGLISH 2247  American Crime And Detective Fiction (LEC 3.0)
ENGLISH 2248  Thematic Studies in Literature and Film (LEC 3.0)
ENGLISH 2250  American Short Story (LEC 3.0)
ENGLISH 2410  Theory Of Written Communication (LEC 3.0)
ENGLISH 2540  Layout And Design (LEC 3.0)
ENGLISH 2560  Technical Marketing Communication (LEC 3.0)
ENGLISH 3000  Special Problems (IND 0.0-6.0)
ENGLISH 3001  Special Topics (LEC 0.0-6.0)
ENGLISH 3010  Seminar (RSD 3.0)
ENGLISH 3085  Internship (IND 0.0-6.0)
ENGLISH 3101  Advanced Composition (LEC 3.0)
ENGLISH 3170  Teaching And Supervising Reading and Writing (LEC 3.0)
ENGLISH 3210  Survey Of Old And Middle English Literature (LEC 3.0)
ENGLISH 3211  Chaucer (LEC 3.0)
ENGLISH 3212  Sixteenth Century English Literature (LEC 3.0)
ENGLISH 3213  Seventeenth Century English Literature (LEC 3.0)
ENGLISH 3214  The Plays Of William Shakespeare (LEC 3.0)
ENGLISH 3215  The Restoration & Eighteenth Century (LEC 3.0)
ENGLISH 3216  British Romantic Literature (LEC 3.0)
ENGLISH 3217  Victorian Literature (LEC 3.0)
ENGLISH 3218  The British Novel (LEC 3.0)
ENGLISH 3219  The British Novel II (LEC 3.0)
ENGLISH 3220  Early American Literature (LEC 3.0)
ENGLISH 3221  American Poetry I (LEC 3.0)
ENGLISH 3222  American Romanticism (LEC 3.0)
ENGLISH 3223  American Poetry II (LEC 3.0)
ENGLISH 3224  Southern Culture (LEC 3.0)
ENGLISH 3225  The American Novel I (LEC 3.0)
ENGLISH 3226  The American Novel II (LEC 3.0)
ENGLISH 3227  American Gothic (LEC 3.0)
ENGLISH 3228  The American Experience (LEC 3.0)
ENGLISH 3232  Contemporary American Literature (LEC 3.0)
ENGLISH 3233  Contemporary British Literature (LEC 3.0)
ENGLISH 3234  Myth & Folklore (LEC 3.0)
ENGLISH 3236  Tolkien & Lewis (LEC 3.0)
ENGLISH 3301  A Linguistic Study Of Modern English (LEC 3.0)
ENGLISH 3302  History And Structure Of The English Language (LEC 3.0)
ENGLISH 3303  The Grammatical Structure of English (LEC 3.0)
ENGLISH 3304  Language in Society (LEC 3.0)
ENGLISH 3550  Writing for Social Media (LEC 3.0)
ENGLISH 3560  Technical Writing (LEC 3.0)
ENGLISH 3590  Game Studies (LEC 3.0)
ENGLISH 4099  Undergraduate Research (IND 0.0-6.0)
ENGLISH 4290  Texts And Contexts (LEC 3.0)
ENGLISH 5000  Special Problems (IND 0.0-6.0)
ENGLISH 5001  Special Topics (IND 0.0-6.0)
ENGLISH 5100  Readings In Rhetoric And Composition (LEC 3.0)
ENGLISH 5110  English as a Second Language (LEC 3.0)
ENGLISH 5210  Readings In British Literature (LEC 3.0)
ENGLISH 5220  Readings In American Literature (LEC 3.0)
ENGLISH 5230  Readings In Literature And Theory (LEC 3.0)
ENGLISH 5571  Advanced Writing For Science & Engineering (LEC 3.0)
ENGLISH 5572  Advanced Writing For Science And Engineering II (LEC 2.0)
ERP 2110  Introduction to Enterprise Resource Planning (LEC 3.0)
ERP 3001  Special Topics (LEC 0.0-6.0)
ERP 4001  Special Topics (LEC 0.0-6.0)
ERP 4220  Introduction to Enterprise Decision Dashboard Prototyping (LEC 3.0)
ERP 4610  Customer Relationship Management in ERP Environment (LEC 3.0)
ERP 5000  Special Problems (IND 0.0-6.0)
ERP 5001  Special Topics (LEC 0.0-6.0)
ERP 5110  Enterprise Resource Planning Systems Design and Implementation (LEC 3.0)
ERP 5130  ERP in Small & Mid-Size Enterprises (LEC 3.0)
"ERP 5210  Performance Dashboard, Scorecard and Data Visualization (LEC 3.0)"
ERP 5240  Enterprise Application Development and Software Security (LEC 3.0)
ERP 5310  Supply Chain Management Systems in an ERP Environment (LEC 3.0)
ERP 5410  Use of Business Intelligence (LEC 3.0)
ERP 5510  ERP System Administration (LEC 3.0)
ENV ENG 2001  Special Topics (IND 0.0 and LEC 0.0)
ENV ENG 2601  Fundamentals Of Environmental Engineering and Science (LAB 1.0 and LEC 2.0)
ENV ENG 2602  Biological Fundamentals Of Environmental Engineering (LEC 3.0)
ENV ENG 3001  Special Topics (IND 0.0-6.0)
ENV ENG 3603  Chemical Fundamentals Of Environmental Engineering (LAB 1.0 and LEC 2.0)
ENV ENG 3615  Water And Wastewater Engineering (LEC 3.0)
ENV ENG 4010  Senior Seminar: Engineering In A Global Society (RSD 1.0)
ENV ENG 4097  Senior Design Project (LEC 3.0)
ENV ENG 4099  Undergraduate Research (IND 0.0-6.0)
ENV ENG 4609  Research in Environmental Engineering (LEC 1.0)
ENV ENG 5000  Special Problems (IND 0.0-6.0)
ENV ENG 5001  Special Topics (LAB 0.0 and LEC 0.0)
ENV ENG 5070  Teaching Engineering (LEC 3.0)
ENV ENG 5360  Water Resources And Wastewater Engineering (LEC 3.0)
ENV ENG 5605  Environmental Systems Modeling (LEC 3.0)
ENV ENG 5619  Environmental Engineering Design (LAB 1.0 and LEC 2.0)
ENV ENG 5630  Remediation of Contaminated Groundwater And Soil (LAB 1.0 and LEC 2.0)
ENV ENG 5635  Phytoremediation and Natural Treatment Systems: Science and Design (LEC 3.0)
ENV ENG 5640  Environmental Law And Regulations (LEC 3.0)
"ENV ENG 5642  Sustainability, Population, Energy, Water, and Materials (LEC 3.0)"
ENV ENG 5650  Public Health Engineering (LEC 3.0)
ENV ENG 5660  Introduction To Air Pollution (LEC 3.0)
ENV ENG 5662  Air Pollution Control Methods (LEC 3.0)
ENV ENG 5665  Indoor Air Pollution (LEC 3.0)
ENV ENG 5670  Solid Waste Management (LEC 3.0)
ETYM 3000  Special Problems (IND 0.0-6.0)
ETYM 4306  Introduction To Etymology (LEC 3.0)
EXP ENG 4099  Undergraduate Research (IND 0.0-6.0)
EXP ENG 5000  Special Problems (IND 1.0-3.0)
EXP ENG 5001  Special Topics (LAB 0.0 and LEC 0.0)
EXP ENG 5112  Explosives Handling and Safety (LEC 3.0)
EXP ENG 5512  Commercial Pyrotechnics Operations (LAB 1.0 and LEC 2.0)
EXP ENG 5513  Stage Pyrotechnics and Special Effects (LAB 2.0 and LEC 1.0)
EXP ENG 5514  Display Fireworks Manufacturing (LAB 2.0 and LEC 1.0)
EXP ENG 5555  Computer Fired Pyrotechnic Show Design and Firing System Operation (LAB 2.0 and LEC 1.0)
EXP ENG 5612  Principles of Explosives Engineering (LAB 1.0 and LEC 2.0)
EXP ENG 5622  Blasting Design And Technology (LAB 1.0 and LEC 2.0)
EXP ENG 5711  Explosives in Industry (LEC 3.0)
EXP ENG 5713  Demolition of Buildings and Structures (LAB 1.0 and LEC 2.0)
EXP ENG 5721  Specialty Uses of Energetic Materials (LEC 3.0)
EXP ENG 5914  Explosives Manufacturing (LEC 3.0)
EXP ENG 5922  Tunneling & Underground Construction Techniques (LAB 1.0 and LEC 2.0)
FINANCE 2000  Special Problems (IND 0.0-6.0)
FINANCE 2001  Special Topics (LEC 0.0-6.0)
FINANCE 2150  Corporate Finance I (LEC 3.0)
FINANCE 3000  Special Problems (IND 0.0-6.0)
FINANCE 3001  Special Topics (LEC 0.0-6.0)
FINANCE 3205  Finance Essentials (LEC 1.5)
FINANCE 4099  Undergraduate Research (IND 0.0-6.0)
FINANCE 5000  Special Problems (IND 0.0-6.0)
FINANCE 5001  Special Topics (LEC 0.0-6.0)
FINANCE 5099  Research (IND 0.0-9.0)
FINANCE 5160  Corporate Finance II (LEC 3.0)
FINANCE 5205  Graduate Finance Essentials (LEC 1.5)
FINANCE 5260  Investments I (LEC 3.0)
FINANCE 5310  Financial Technology and Analytics (LEC 3.0)
FRENCH 1101  Elementary French I (LEC 4.0)
FRENCH 1102  Elementary French II (LEC 4.0)
FRENCH 1180  Intermediate French (LEC 4.0)
FRENCH 2000  Special Problems (IND 0.0-6.0)
FRENCH 2001  Special Topics (IND 0.0-6.0)
FRENCH 2110  Basic French Conversation (LEC 3.0)
FRENCH 2170  Masterpieces Of French Literature (LEC 3.0)
FRENCH 2180  Basic French Composition (LEC 3.0)
FRENCH 2330  Introduction to Professional French (LEC 3.0)
FRENCH 3000  Special Problems (IND 0.0-6.0)
FRENCH 3001  Special Topics (LEC 0.0-6.0)
FRENCH 3010  The Francophone World (LEC 3.0)
FRENCH 3020  Contemporary French and Francophone Literature (LEC 3.0)
FRENCH 3370  Survey Of French Literature I (Early Period) (LEC 3.0)
FRENCH 3375  Survey Of French Literature II (Modern Period) (LEC 3.0)
FRENCH 4000  Special Problems (IND 0.0-6.0)
FRENCH 4001  Special Topics (LEC 0.0-6.0)
FRENCH 4010  Seminar (IND 0.0-6.0)
FRENCH 4311  Advanced French Conversation (LEC 3.0)
FRENCH 4320  French and Francophone Cinema (LEC 3.0)
FRENCH 4330  Professional French (LEC 3.0)
FRENCH 4340  French for Engineering (LEC 3.0)
FRENCH 4360  French Culture And Civilization (LEC 3.0)
FR ENG 1100  Study And Careers In Engineering and Computing (LEC 1.0)
GEO ENG 1001  Special Topics (LEC 0.0-6.0)
GEO ENG 1150  Physical and Environmental Geology (LAB 1.0 and LEC 2.0)
GEO ENG 1175  Geological Engineering in Popular Media (LAB 2.0 and LEC 1.0)
GEO ENG 1605  Mathematical Concepts for Military Engineers (LEC 2.0)
GEO ENG 1810  Humanitarian Engineering and Science Colloquium (RSD 0.50)
GEO ENG 1880  Civic Engagement (IND 0.50)
GEO ENG 2000  Special Problems (IND 0.0-6.0)
GEO ENG 2001  Special Topics (LEC 1.0-6.0)
GEO ENG 2002  Cooperative Work Training (IND 1.0-3.0)
GEO ENG 2110  Principles Of Geological Engineering (LEC 1.0)
GEO ENG 2407  Geology and Engineering of Ancient and Modern Peru (LEC 1.0)
GEO ENG 2536  Basic Weather (LAB 1.0 and LEC 2.0)
GEO ENG 2605  Statics and Mechanics of Geologic Materials (LEC 3.0)
GEO ENG 3002  Cooperative Work Training (IND 1.0-3.0)
GEO ENG 3148  Fundamentals Of Geographic Information Systems (LAB 1.0 and LEC 2.0)
GEO ENG 3175  Geomorphology And Terrain Analysis (LAB 1.0 and LEC 2.0)
GEO ENG 3249  Fundamentals Of Computer Applications In Geological Engineering (LAB 1.0 and LEC 2.0)
GEO ENG 4000  Special Problems (IND 0.0-6.0)
GEO ENG 4001  Special Topics (LAB 0.0 and LEC 0.0)
GEO ENG 4010  Current Topics and Professionalism (RSD 0.50)
GEO ENG 4099  Undergraduate Research (IND 0.0-6.0)
GEO ENG 4115  Statistical Methods in Geology and Engineering (LEC 3.0)
GEO ENG 4276  Environmental Aspects Of Mining (LEC 3.0)
GEO ENG 5000  Special Problems (IND 0.0-6.0)
GEO ENG 5001  Special Topics (LAB 0.0 and LEC 0.0)
GEO ENG 5085  Internship (IND 0.0-15)
GEO ENG 5090  Geological Engineering Design (LAB 1.0 and LEC 2.0)
GEO ENG 5092  International Engineering and Design (LEC 3.0)
GEO ENG 5099  Research (IND 0.0-15)
GEO ENG 5144  Remote Sensing Technology (LAB 1.0 and LEC 2.0)
GEO ENG 5146  Applications Of Geographic Information Systems (LAB 1.0 and LEC 2.0)
GEO ENG 5153  Regional Geological Engineering Problems In North America (LEC 3.0)
GEO ENG 5172  Soil Science In Engineering Practice (LEC 3.0)
GEO ENG 5173  Geologic Field Methods (LAB 3.0)
GEO ENG 5174  Geological Engineering Field Methods (LAB 3.0)
GEO ENG 5211  Introduction to International Engineering and Design Lab (LAB 1.0)
GEO ENG 5233  Risk Assessment In Environmental Studies (LEC 3.0)
GEO ENG 5235  Environmental Geological Engineering (LEC 3.0)
GEO ENG 5237  Geological Aspects Of Hazardous Waste Management (LEC 3.0)
GEO ENG 5239  Groundwater Remediation (LEC 3.0)
GEO ENG 5247  Introduction to International Engineering and Design (LEC 2.0)
GEO ENG 5276  Advanced Environmental Aspects Of Mining (LEC 3.0)
GEO ENG 5315  Advanced Statistical Methods in Geology and Engineering (LEC 3.0)
GEO ENG 5320  Groundwater Modeling (LEC 3.0)
GEO ENG 5331  Subsurface Hydrology (LAB 1.0 and LEC 2.0)
GEO ENG 5332  Fundamentals of Groundwater Hydrology (LEC 3.0)
GEO ENG 5381  Intermediate Subsurface Hydrology And Contaminant Transport Mechs (LAB 1.0 and LEC 2.0)
GEO ENG 5415  Soil Mechanics for Geoprofessionals (LEC 3.0)
GEO ENG 5441  Engineering Geology And Geotechnics (LEC 3.0)
GEO ENG 5443  Subsurface Exploration (LAB 1.0 and LEC 2.0)
GEO ENG 5471  Rock Engineering (LEC 3.0)
GEO ENG 5556  Renewable Energy Systems (LEC 3.0)
GEO ENG 5575  Aggregates And Quarrying (LEC 3.0)
GEO ENG 5642  Military Geology (LEC 3.0)
GEO ENG 5736  Geophysical Field Methods (LAB 1.0 and LEC 2.0)
GEO ENG 5761  Transportation Applications of Geophysics (LAB 1.0 and LEC 2.0)
GEO ENG 5782  Environmental and Engineering Geophysics (LAB 1.0 and LEC 2.0)
GEO ENG 5810  Fundamentals of Space Resources (LEC 3.0)
GEOLOGY 1110  Physical And Environmental Geology (LAB 1.0 and LEC 2.0)
GEOLOGY 1111  Introduction to Physical Geology (LAB 1.0 and LEC 2.0)
GEOLOGY 1120  Evolution Of The Earth (LEC 3.0)
GEOLOGY 1129  Evolution of the Earth Laboratory (LAB 1.0)
GEOLOGY 1141  Physical Oceanography (LEC 3.0)
GEOLOGY 2001  Special Topics (LEC 0.0-6.0)
GEOLOGY 2096  Field Geology (LEC 3.0)
GEOLOGY 2610  Mineralogy And Crystallography (LAB 1.0 and LEC 3.0)
GEOLOGY 2611  Physical Mineralogy And Petrology (LAB 1.0 and LEC 2.0)
GEOLOGY 2620  Igneous And Metamorphic Petrology (LAB 1.0 and LEC 3.0)
GEOLOGY 2731  Introduction to Planetary Science (LEC 3.0)
GEOLOGY 3000  Special Problems (IND 0.0-6.0)
GEOLOGY 3001  Special Topics (IND 0.0-6.0)
GEOLOGY 3310  Structural Geology (LEC 3.0)
GEOLOGY 3319  Structural Geology Lab (LAB 1.0)
GEOLOGY 3410  Introduction To Geochemistry (LEC 3.0)
GEOLOGY 3511  Introduction to Mineral Deposits (LEC 3.0)
GEOLOGY 3620  Stratigraphy And Sedimentation (LEC 3.0)
GEOLOGY 3629  Stratigraphy Lab (LAB 1.0)
GEOLOGY 3811  Fundamentals Of Geographic Information Systems (LAB 1.0 and LEC 2.0)
GEOLOGY 4000  Special Problems (IND 0.0-6.0)
GEOLOGY 4001  Special Topics (LAB 1.0 and LEC 2.0)
GEOLOGY 4010  Seminar (LEC 0.50)
GEOLOGY 4085  Internship (IND 3.0)
GEOLOGY 4097  Advanced Field Geology (LEC 3.0)
GEOLOGY 4099  Undergraduate Research (IND 0.0-6.0)
GEOLOGY 4211  Electrical Methods In Geophysics (LEC 3.0)
GEOLOGY 4310  Remote Sensing Technology (LAB 1.0 and LEC 2.0)
GEOLOGY 4411  Hydrogeology (LAB 1.0 and LEC 2.0)
GEOLOGY 4421  Radioactive Waste Management And Remediation (LEC 3.0)
GEOLOGY 4431  Methods Of Karst Hydrogeology (LEC 3.0)
GEOLOGY 4441  Applied Geochemistry (LAB 1.0 and LEC 2.0)
GEOLOGY 4451  Aqueous Geochemistry (LEC 3.0)
GEOLOGY 4461  Isotope Geochemistry (LAB 1.0 and LEC 2.0)
GEOLOGY 4521  Ore Microscopy (LAB 2.0 and LEC 1.0)
GEOLOGY 4630  Systematic Paleontology (LAB 1.0 and LEC 2.0)
GEOLOGY 4631  Advanced Igneous and Metamorphic Petrology (LAB 1.0 and LEC 3.0)
GEOLOGY 4711  Paleoclimatology and Paleoecology (LEC 3.0)
GEOLOGY 4721  Meteorology and Climatology (LEC 3.0)
GEOLOGY 4821  Applications Of Geographic Information Systems (LAB 1.0 and LEC 2.0)
GEOLOGY 4831  Computational Geology (LAB 1.0 and LEC 2.0)
GEOLOGY 4841  Geological Field Studies (LEC 3.0)
GEOLOGY 5000  Special Problems (IND 0.0-6.0)
GEOLOGY 5001  Special Topics (LAB 0.0 and LEC 0.0)
GEOLOGY 5010  Seminar (LEC 0.50)
GEOLOGY 5040  Oral Examination (IND 0.0)
GEOLOGY 5085  Internship (IND 3.0)
GEOLOGY 5099  Research (IND 0.0-15)
GEOLOGY 5100  Professional Geoscience Skills (LEC 3.0)
GEOLOGY 5111  Advanced Physical Geology (LEC 3.0)
GEOLOGY 5121  Advanced Historical Geology (LAB 1.0 and LEC 2.0)
GEOLOGY 5311  Depositional Systems (LEC 3.0)
GEOLOGY 5510  Organic Geochemistry (LEC 3.0)
GEOLOGY 5511  Applied Petroleum Geology (LAB 2.0 and LEC 1.0)
GEOLOGY 5513  Petroleum Geology (LAB 1.0 and LEC 2.0)
GEOLOGY 5521  Coal Petrology (LEC 3.0)
GEOLOGY 5611  Granites And Rhyolites (LAB 1.0 and LEC 3.0)
GEOLOGY 5631  Carbonate Petrology (LAB 1.0 and LEC 2.0)
GEOLOGY 5641  Advanced Igneous Petrology (LAB 1.0 and LEC 2.0)
GEOLOGY 5661  Advanced Stratigraphy and Basin Evolution (LEC 3.0)
GEOLOGY 5671  Clay Mineralogy (LAB 1.0 and LEC 2.0)
GEOLOGY 5679  Field and Laboratory Studies in Earth Science (LAB 3.0)
GEOLOGY 5681  Lidar Principles and Application (LEC 3.0)
GEOLOGY 5741  Micropaleontology (LAB 1.0 and LEC 2.0)
GEOPHYS 2211  Geophysical Imaging (LAB 1.0 and LEC 2.0)
GEOPHYS 3001  Special Topics (LEC 0.0-6.0)
GEOPHYS 3210  Introduction to Geophysics (LEC 3.0)
GEOPHYS 3211  Introduction To Geophysical Data Analysis (LEC 3.0)
GEOPHYS 3221  Potential Field Theory (LEC 3.0)
GEOPHYS 4000  Special Problems (IND 0.0-6.0)
GEOPHYS 4001  Special Topics (LAB 1.0 and LEC 2.0)
GEOPHYS 4099  Undergraduate Research (IND 0.0-6.0)
GEOPHYS 4231  Seismic Interpretation (LAB 1.0 and LEC 2.0)
GEOPHYS 4241  Electrical Methods In Geophysics (LAB 1.0 and LEC 2.0)
GEOPHYS 4261  Geophysical Instrumentation (LAB 1.0)
GEOPHYS 5000  Special Problems (IND 0.0-6.0)
GEOPHYS 5001  Special Topics (LAB 0.0 and LEC 0.0)
GEOPHYS 5010  Seminar (LEC 0.50)
GEOPHYS 5040  Oral Examination (IND 0.0)
GEOPHYS 5096  Global Tectonics (LEC 3.0)
GEOPHYS 5099  Research (IND 0.0-15)
GEOPHYS 5202  Exploration and Development Seismology (LAB 1.0 and LEC 2.0)
GEOPHYS 5211  Seismic Stratigraphy (LAB 1.0 and LEC 2.0)
GEOPHYS 5221  Wave Propagation (LEC 3.0)
GEOPHYS 5231  Seismic Data Processing (LAB 1.0 and LEC 2.0)
GEOPHYS 5241  Advanced Electrical And Electromagnetic Methds In Geophysical Exp (LAB 1.0 and LEC 2.0)
GEOPHYS 5261  Computational Geophysics (LAB 2.0 and LEC 1.0)
GEOPHYS 5736  Geophysical Field Methods (LAB 1.0 and LEC 2.0)
GEOPHYS 5761  Transportation Applications of Geophysics (LAB 1.0 and LEC 2.0)
GEOPHYS 5782  Environmental and Engineering Geophysics (LAB 1.0 and LEC 2.0)
GERMAN 1101  Elementary German I (LEC 4.0)
GERMAN 1102  Elementary German II (LEC 4.0)
GERMAN 1180  Classical And Modern German Readings (LEC 4.0)
GERMAN 2000  Special Problems (IND 0.0-6.0)
GERMAN 2001  Special Topics (IND 0.0-6.0)
GERMAN 2110  Basic German Conversation (LEC 2.0)
GERMAN 2170  Masterpieces Of German Literature (LEC 3.0)
GERMAN 3000  Special Problems (IND 0.0-6.0)
GERMAN 3001  Special Topics (IND 0.0-6.0)
GERMAN 4000  Special Problems (IND 0.0-6.0)
GERMAN 4001  Special Topics (IND 0.0-6.0)
GERMAN 4010  Seminar (RSD 0.0-6.0)
HISTORY 1100  Early Western Civilization (LEC 3.0)
HISTORY 1200  Modern Western Civilization (LEC 3.0)
HISTORY 1300  American History To 1877 (LEC 3.0)
HISTORY 1310  American History Since 1877 (LEC 3.0)
HISTORY 1790  Introduction to History (LEC 1.0)
HISTORY 2000  Special Problems (IND 0.0-6.0)
HISTORY 2001  Special Topics (LEC 0.0-6.0)
HISTORY 2110  World Regional Geography (LEC 3.0)
HISTORY 2220  Making Of Modern Britain (LEC 3.0)
HISTORY 2221  Making of Modern Germany (LEC 3.0)
HISTORY 2222  The Making Of Modern France (LEC 3.0)
HISTORY 2224  Making Of Modern Russia (LEC 3.0)
HISTORY 2430  History of the American Pacific (LEC 3.0)
HISTORY 2510  History of Technology (LEC 3.0)
HISTORY 2791  Historical Research Methods (LEC 3.0)
HISTORY 3000  Special Problems (IND 0.0-6.0)
HISTORY 3001  Special Topics (LEC 0.0-6.0)
HISTORY 3010  Seminar (IND 0.0-6.0)
HISTORY 3125  Ancient Rome (LEC 3.0)
HISTORY 3130  Medieval History I (LEC 3.0)
HISTORY 3135  Medieval History II (LEC 3.0)
HISTORY 3140  History Of Renaissance Thought (LEC 3.0)
HISTORY 3150  Tudor and Stuart England (LEC 3.0)
HISTORY 3230  Europe In The Age Of The French Revolution And Napoleon (LEC 3.0)
HISTORY 3235  Foundations Of Contemporary Europe 1815-1914 (LEC 3.0)
HISTORY 3240  Contemporary Europe (LEC 3.0)
HISTORY 3241  World War I A Global Perspective (LEC 3.0)
HISTORY 3280  European Migrations and Nationalism Formation (LEC 3.0)
HISTORY 3320  Colonial America (LEC 3.0)
HISTORY 3321  Religion And Witchcraft In Early America (LEC 3.0)
"HISTORY 3325  Revolutionary America, 1754-1789 (LEC 3.0)"
HISTORY 3340  Age Of Jefferson And Jackson (LEC 3.0)
HISTORY 3345  Civil War And Reconstruction (LEC 3.0)
HISTORY 3360  Recent United States History (LEC 3.0)
HISTORY 3420  History Of Missouri (LEC 3.0)
HISTORY 3425  History Of The Old South (LEC 3.0)
HISTORY 3426  History Of The Modern South (LEC 3.0)
HISTORY 3440  Grunts: 20th Century Americans In Combat (LEC 3.0)
HISTORY 3441  The United States In World War II (LEC 3.0)
HISTORY 3442  The United States in Vietnam (LEC 3.0)
HISTORY 3443  The American Military Experience (LEC 3.0)
HISTORY 3480  History Of Baseball (LEC 3.0)
HISTORY 3510  Twentieth Century Technology And Society (LEC 3.0)
HISTORY 3530  History of Science (LEC 3.0)
HISTORY 3534  History of Medieval and Early Modern Science (LEC 3.0)
HISTORY 3600  World History (LEC 3.0)
HISTORY 3625  Slavery and Abolition in Atlantic World (LEC 3.0)
HISTORY 3660  Modern East Asia (LEC 3.0)
HISTORY 3665  History of Japan (LEC 3.0)
"HISTORY 3722  Kings, Queens, and Guillotines: History of Music in the Enlightenment and Beyond (LEC 3.0)"
HISTORY 3723  History of Music in Film (LEC 3.0)
HISTORY 3760  The American Presidency (LEC 3.0)
HISTORY 3761  U.S. Diplomatic History to World War II (LEC 3.0)
HISTORY 3762  American Foreign Policy Since 1945 (LEC 3.0)
HISTORY 3763  Contemporary Political Thought (LEC 3.0)
HISTORY 4000  Special Problems (IND 0.0-6.0)
HISTORY 4001  Special Topics (LEC 0.0-6.0)
HISTORY 4010  Seminar (RSD 0.0-6.0)
HISTORY 4085  Internship (IND 0.0-6.0)
HISTORY 4097  Senior Project (LEC 3.0)
HISTORY 4145  The Reformation (LEC 3.0)
HISTORY 4245  Nazi Germany and the Holocaust (LEC 3.0)
HISTORY 4246  War and Society in Twentieth-Century Europe (LEC 3.0)
HISTORY 4435  History of the American West (LEC 3.0)
HISTORY 4470  American Environmental History (LEC 3.0)
"HISTORY 4550  Architecture, Technology and Society; 1750 to Present (LEC 3.0)"
"HISTORY 4551  Chicago: Architecture, Technology, Culture (LEC 3.0)"
"HISTORY 4580  Issues in Science, Technology and Society (LEC 3.0)"
HISTORY 4790  Historiography (LEC 3.0)
HISTORY 4792  Historical Representation in Video Games (LEC 3.0)
HISTORY 5003  Readings In American History Since 1865 (IND 3.0-5.0)
HISTORY 5004  Readings In European History To 1715 (IND 3.0-5.0)
HISTORY 5005  Readings In European History Since 1715 (IND 3.0-5.0)
IS&T 1001  Special Topics (IND 0.0-6.0)
IS&T 1310  Exposure to Computer Experience (LEC 3.0)
IS&T 1311  Exposure to Computing Principles (LEC 3.0)
IS&T 1312  Computer Programming Exposure (LEC 3.0)
IS&T 1314  Exposure to Cybersecurity Concepts (LEC 3.0)
IS&T 1551  Implementing Information Systems: User Perspective (LEC 3.0)
IS&T 1552  Implementing Information Systems: Data Perspective (LEC 3.0)
IS&T 1561  Algorithms and Programming with Java (LEC 3.0)
IS&T 1562  Java and Data Structures (LEC 3.0)
IS&T 1750  Introduction to Management Information Systems (LEC 3.0)
IS&T 2000  Special Problems (IND 0.0-6.0)
IS&T 2001  Special Topics (IND 0.0-6.0)
IS&T 2002  Cooperative Training in Information Science & Technology (IND 0.0-6.0)
IS&T 3000  Special Problems (IND 0.0-6.0)
IS&T 3001  Special Topics (LEC 0.0-6.0)
IS&T 3131  Computing Internals and Operating Systems (LEC 3.0)
IS&T 3321  Network Performance Design And Management (LEC 3.0)
IS&T 3333  Data Networks and Information Security (LEC 3.0)
