BADM 548  Corp & Comp Strategy Research  credit: 2 Hours. 
BADM 549  Current Strategy Research  credit: 2 Hours. 
BADM 550  Business Practicum  credit: 0 to 4 Hours. 
BADM 551  Managing Intellectual Property  credit: 2 Hours. 
BADM 552  Legal Aspects of Mgt Decisions  credit: 4 Hours. 
BADM 553  Ethical Dilemmas in Business  credit: 4 Hours. 
BADM 554  Enterprise Database Management  credit: 4 Hours. 
BADM 555  Info Sys Development and Mgt  credit: 4 Hours. 
BADM 556  Electronic Commerce  credit: 4 Hours. 
BADM 557  Topics in Business Intelligence  credit: 2 or 4 Hours. 
BADM 558  Big Data Infrastructures  credit: 4 Hours. 
BADM 559  Enterprise IT Governance  credit: 4 Hours. 
BADM 560  IT Consulting Management  credit: 4 Hours. 
BADM 561  Revenue Management  credit: 2 Hours. 
BADM 562  Social Media Strategy  credit: 4 Hours. 
BADM 563  Operations Strategy  credit: 4 Hours. 
BADM 564  Business Process Improvement  credit: 4 Hours. 
BADM 565  Strategic Sourcing  credit: 4 Hours. 
BADM 566  Supply Chain Management  credit: 2 or 4 Hours. 
BADM 567  Operations Management  credit: 2 or 4 Hours. 
BADM 568  Planning and Control Systems  credit: 4 Hours. 
BADM 569  Res Topics in Operations Mgt  credit: 4 Hours. 
BADM 570  Power & Leadership in Orgs  credit: 4 Hours. 
BADM 571  Digital Business & IT Strategy  credit: 2 Hours. 
BADM 572  Stat for Mgt Decision Making  credit: 2 or 4 Hours. 
BADM 573  Decision Analytics  credit: 2 or 4 Hours. 
BADM 574  Simulation and Risk Analysis  credit: 2 Hours. 
BADM 575  Supply Chain Analytics  credit: 4 Hours. 
BADM 576  Data Science and Analytics  credit: 4 Hours. 
BADM 577  Predictive Data Analytics  credit: 4 Hours. 
BADM 582  Multinational Management  credit: 4 Hours. 
BADM 583  Current Topics in Intl Bus  credit: 4 Hours. 
BADM 584  Global Marketing  credit: 4 Hours. 
BADM 586  Intl Comparative Management  credit: 4 Hours. 
BADM 588  Business Practice Immersion  credit: 0 to 4 Hours. 
BADM 589  Project Management  credit: 2 or 4 Hours. 
BADM 590  Seminar in Business Admin  credit: 0 to 4 Hours. 
BADM 591  Proseminar in Business Admin  credit: 0 to 4 Hours. 
BADM 593  Research in Special Fields  credit: 1 to 8 Hours. 
BADM 594  Independent Study and Research  credit: 2 or 4 Hours. 
BADM 595  Business Fundamentals  credit: 2 Hours. 
BADM 599  Dissertation Research  credit: 0 to 16 Hours. 
BASQ 401  Beginners' Basque  credit: 3 Hours. 
BASQ 402  Readings in Basque Studies  credit: 3 Hours. 
BCOG 100  Introduction to the Brain and Cognitive Science  credit: 3 Hours. 
BCOG 200  Introduction to Programming for the Brain and Cognitive Sciences  credit: 4 Hours. 
BCOG 301  Intelligence and the Brain  credit: 3 Hours. 
BCOG 458  Advances in Brain and Cognitive Science  credit: 3 Hours. 
BCOG 492  Capstone Undergraduate Research  credit: 3 Hours. 
BCS 101  First Year Bosnian-Croatian-Serbian I  credit: 4 Hours. 
BCS 102  First Year Bosnian-Croatian-Serbian II  credit: 4 Hours. 
BCS 115  South Slavic Cultures  credit: 3 Hours. 
BCS 199  Undergraduate Open Seminar  credit: 1 to 5 Hours. 
BCS 201  Second Year Bosnian-Croatian-Serbian I  credit: 4 Hours. 
BCS 202  Second Year Bosnian-Croatian-Serbian II  credit: 4 Hours. 
BCS 215  Yugoslavia and After  credit: 3 Hours. 
BCS 301  Third Year Bosnian-Croatian-Serbian I  credit: 3 Hours. 
BCS 302  Third Year Bosnian-Croatian-Serbian II  credit: 3 Hours. 
BDI 199  Undergraduate Open Seminar  credit: 1 to 5 Hours. 
BDI 367  Data Visualization and Communication  credit: 3 Hours. 
"BDI 411  Blockchain, Tokens, and Their Application in Business  credit: 3 or 4 Hours. "
BDI 475  Introduction to Data Analytics Applications in Business  credit: 3 Hours. 
BDI 477  Emerging Technology and Disruption: Learning to Navigate an Uncertain Future  credit: 3 or 4 Hours. 
BDI 513  Data Storytelling  credit: 4 Hours. 
BDI 593  Special Research Problems  credit: 1 to 8 Hours. 
BIOC 190  Biochemistry Orientation  credit: 1 Hour. 
BIOC 199  Undergraduate Open Seminar  credit: 1 to 5 Hours. 
BIOC 290  Individual Topics  credit: 1 to 5 Hours. 
BIOC 406  Gene Expression & Regulation  credit: 3 Hours. 
BIOC 446  Physical Biochemistry  credit: 3 Hours. 
BIOC 455  Technqs Biochem & Biotech  credit: 4 Hours. 
BIOC 460  Biochemistry Senior Seminar  credit: 3 Hours. 
BIOC 492  Senior Thesis  credit: 1 to 6 Hours. 
BIOC 555  Anlys Biochemical Literature  credit: 2 Hours. 
BIOC 590  Individual Topics  credit: 1 to 16 Hours. 
BIOC 595  Biochemistry Seminar  credit: 0 to 1 Hours. 
BIOC 599  Thesis Research  credit: 0 to 16 Hours. 
BIOE 100  Bioengineering Seminar  credit: 1 Hour. 
BIOE 120  Introduction to Bioengineering  credit: 1 Hour. 
BIOE 198  Special Topics  credit: 1 to 3 Hours. 
BIOE 199  Undergraduate Open Seminar  credit: 1 to 5 Hours. 
BIOE 200  Bioengineering Career Immersion  credit: 1 Hour. 
BIOE 201  Conservation Principles Bioeng  credit: 3 Hours. 
BIOE 202  Cell & Tissue Engineering Lab  credit: 2 Hours. 
BIOE 205  Signals & Systems in Bioengrg  credit: 3 Hours. 
BIOE 206  Cellular Bioengineering  credit: 3 Hours. 
BIOE 210  Linear Algebra for Biomedical Data Science  credit: 3 Hours. 
BIOE 297  Individual Study  credit: 1 to 4 Hours. 
BIOE 298  Special Topics  credit: 1 to 4 Hours. 
BIOE 302  Modeling Human Physiology  credit: 3 Hours. 
BIOE 303  Quantitative Physiology Lab  credit: 2 Hours. 
BIOE 306  Biofabrication Lab  credit: 3 Hours. 
BIOE 310  Computational Tools for Biological Data  credit: 3 Hours. 
BIOE 360  Transport & Flow in Bioengrg  credit: 3 Hours. 
BIOE 380  Biomedical Imaging  credit: 3 Hours. 
BIOE 397  Individual Study  credit: 1 to 4 Hours. 
BIOE 398  Special Topics  credit: 1 to 4 Hours. 
BIOE 400  Bioengineering Senior Design  credit: 4 Hours. 
BIOE 404  CS+BIOE Senior Design  credit: 4 Hours. 
BIOE 414  Biomedical Instrumentation  credit: 3 Hours. 
BIOE 415  Biomedical Instrumentation Lab  credit: 2 Hours. 
BIOE 416  Biosensors  credit: 3 Hours. 
BIOE 420  Intro Bio Control Systems  credit: 3 Hours. 
BIOE 424  Preclinical Molecular Imaging  credit: 3 or 4 Hours. 
BIOE 427  Biomedical Ultrasound Imaging  credit: 3 Hours. 
BIOE 430  Intro Synthetic Biology  credit: 3 or 4 Hours. 
BIOE 432  Systems Biology: Uncovering Design Principles of Biological Networks  credit: 3 or 4 Hours. 
BIOE 434  Immunoengineering  credit: 3 or 4 Hours. 
BIOE 450  Introduction to Quantitative Pharmacology  credit: 3 or 4 Hours. 
BIOE 460  Gene Editing Lab  credit: 3 Hours. 
BIOE 461  Cellular Biomechanics  credit: 4 Hours. 
BIOE 467  Biophotonics  credit: 3 Hours. 
BIOE 476  Tissue Engineering  credit: 3 Hours. 
BIOE 479  Cancer Nanotechnology  credit: 3 Hours. 
BIOE 480  Magnetic Resonance Imaging  credit: 3 or 4 Hours. 
BIOE 481  Whole-Body Musculoskel Biomech  credit: 3 or 4 Hours. 
BIOE 482  Musculoskel Tissue Mechanics  credit: 3 or 4 Hours. 
BIOE 483  Biomedical Computed Imaging Systems  credit: 3 or 4 Hours. 
BIOE 484  Statistical Analysis of Biomedical Images  credit: 3 or 4 Hours. 
BIOE 485  Computational Mathematics for Machine Learning and Imaging  credit: 4 Hours. 
BIOE 486  Applied Deep Learning for Biomedical Imaging  credit: 3 or 4 Hours. 
BIOE 487  Stem Cell Bioengineering  credit: 3 or 4 Hours. 
BIOE 488  Applied High-Performance Computing for Imaging Science  credit: 3 Hours. 
"BIOE 489  Regulations, Ethics and Logistics in Biomedical Applications of Machine Learning  credit: 3 or 4 Hours. "
BIOE 497  Individual Study  credit: 1 to 4 Hours. 
BIOE 498  Special Topics  credit: 1 to 4 Hours. 
BIOE 499  Senior Thesis  credit: 1 to 5 Hours. 
BIOE 500  Graduate Seminar  credit: 0 or 1 Hours. 
BIOE 501  Seminar Discussion  credit: 1 Hour. 
BIOE 502  Bioengineering Professionalism  credit: 2 Hours. 
BIOE 504  Analytical Methods in Bioeng  credit: 4 Hours. 
BIOE 505  Computational Bioengineering  credit: 4 Hours. 
BIOE 507  Advanced Bioinstrumentation  credit: 4 Hours. 
BIOE 510  Computational Cancer Biology  credit: 4 Hours. 
BIOE 516  Advanced Biosensors  credit: 4 Hours. 
BIOE 526  Advances in Biotechnology  credit: 4 Hours. 
BIOE 570  Seminar Series  credit: 1 Hour. 
BIOE 571  Biological Measurement I  credit: 4 Hours. 
BIOE 572  Biological Measurement II  credit: 4 Hours. 
BIOE 573  Managing Business Operations  credit: 4 Hours. 
BIOE 574  Innovation and Introduction to Financial Decision Making  credit: 4 Hours. 
BIOE 575  Capstone Project  credit: 3 Hours. 
BIOE 580  Foundations of Imaging Science  credit: 4 Hours. 
BIOE 582  Stats & Algo in Genomic Bio  credit: 4 Hours. 
BIOE 583  HT Genomic Data Analysis  credit: 4 Hours. 
BIOE 586  Deep Generative Models in Bioimaging  credit: 4 Hours. 
BIOE 588  Biomedical Image Computing Capstone Project Literature Review  credit: 1 Hour. 
BIOE 589  Biomedical Image Computing Capstone Project  credit: 4 Hours. 
BIOE 597  Individual Study  credit: 1 to 8 Hours. 
BIOE 598  Special Topics  credit: 1 to 4 Hours. 
BIOE 599  Thesis Research  credit: 0 to 16 Hours. 
BIOL 599  Thesis Research  credit: 0 to 16 Hours. 
BIOP 401  Introduction to Biophysics  credit: 3 Hours. 
"BIOP 419  Brain, Behavior & Info Process  credit: 3 Hours. "
BIOP 432  Photosynthesis  credit: 3 Hours. 
BIOP 550  Biomolecular Physics  credit: 4 Hours. 
BIOP 576  Computational Chemical Biology  credit: 4 Hours. 
BIOP 581  Lab Rotation I  credit: 2 Hours. 
BIOP 582  Lab Rotation II  credit: 2 Hours. 
BIOP 583  Lab Rotation III  credit: 2 Hours. 
BIOP 586  Special Topics in Biophysics  credit: 1 to 4 Hours. 
BIOP 590  Individual Topics  credit: 2 to 10 Hours. 
BIOP 595  Biophysics Seminars  credit: 1 to 2 Hours. 
BIOP 599  Thesis Research  credit: 0 to 16 Hours. 
BSE 600  Global One Health  credit: 3 Hours. 
BSE 602  Public Health Clinical Applications  credit: 4 Hours. 
BSE 612  Foundations: Molecules to Populations  credit: 13 Hours. 
BSE 631  Cardiovascular  credit: 4 Hours. 
BSE 632  Respiratory  credit: 3 Hours. 
BSE 633  Renal  credit: 3 Hours. 
BSE 634  Clinical Neuroscience  credit: 5 Hours. 
BSE 635  Musculoskeletal and Integumentary System  credit: 4 Hours. 
"BSE 636  Digestion, Nutrition, & Metabolism  credit: 1 to 5 Hours. "
"BSE 638  Endocrine, Genitourinary, & Women's Health  credit: 1 to 10 Hours. "
"BSE 642  Hematology, Oncology, Infection, and Immunity  credit: 1 to 6 Hours. "
BSE 644  Multisystem Conditions  credit: 4 Hours. 
BSE 645  Synthesis & Summary  credit: 6 Hours. 
BSE 655  Research Elective  credit: 1 to 16 Hours. 
BSE 660  Self-Designed Study  credit: 1 to 16 Hours. 
BSE 666  Academic Progress I (Longitudinal)  credit: 0 Hours. 
"BSE 680  Innovation, Design, Engineering and Analysis Projects (Longitudinal)  credit: 0 to 6 Hours. "
BSE 685  Medicine - Capstone Project (Longitudinal)  credit: 2 to 4 Hours. 
BSE 686  Medicine - Data Science Project (Longitudinal)  credit: 2 to 4 Hours. 
BSE 700  Innovations in Problem Based Learning  credit: 4 Hours. 
BSE 701  Introduction to Telemedicine  credit: 2 Hours. 
BSE 702  Medical Spanish  credit: 2 Hours. 
BSE 703  Medical Informatics  credit: 2 Hours. 
BSE 704  Medicine in Literature  credit: 2 Hours. 
BSE 705  Race in Medicine  credit: 4 Hours. 
BSE 706  Literature Review in Pathology  credit: 4 Hours. 
BSE 707  Interreligious Perspectives on Health and Medicine  credit: 4 Hours. 
BSE 708  Social Medicine and the Normative Body  credit: 2 Hours. 
"BSE 709  Microbiomes Matter: The Path to Regenerative Systems of Farm, Food and Health in the Age of Climate  credit: 2 Hours. "
BSE 710  Computational Genomics  credit: 2 Hours. 
"BSE 711  Climate Change, Planetary Health and Sustainability  credit: 2 Hours. "
BSE 712  Artificial Intelligence in Health  credit: 4 Hours. 
BSE 720  Advanced Anatomy  credit: 4 Hours. 
BSE 721  Neurocardiology  credit: 4 Hours. 
BSE 730  Introduction to Deep Learning on Healthcare Data  credit: 2 Hours. 
BSE 732  Healthcare Process Management  credit: 4 Hours. 
BSE 733  Introduction to Research  credit: 1 Hour. 
BSE 734  Medical Chinese  credit: 2 Hours. 
BSE 735  Leadership in PBL I  credit: 1 Hour. 
BSE 736  Leadership in PBL II  credit: 4 Hours. 
BSE 737  Exploring Anatomy through the Virtual Reality Lens  credit: 1 Hour. 
BSE 738  Advanced Anatomy for Teaching  credit: 4 Hours. 
BSE 739  Medical Device Product Development  credit: 1 to 16 Hours. 
BSE 740  Artificial Intelligence in Medicine  credit: 4 Hours. 
BSE 741  Gamified Learning in Broadly Defined Medical Education  credit: 4 Hours. 
BSE 742  Network Science for Health and Social Care  credit: 1 Hour. 
BSE 743  Introduction to Health Systems Science  credit: 1 Hour. 
BSE 770  Service Learning Elective  credit: 1 to 16 Hours. 
BTW 199  Undergraduate Open Seminar  credit: 1 to 5 Hours. 
BTW 250  Principles Bus Comm  credit: 3 Hours. 
BTW 261  Principles Tech Comm  credit: 3 Hours. 
BTW 263  Writing in the Disciplines  credit: 3 Hours. 
BTW 271  Persuasive Writing  credit: 3 Hours. 
BTW 279  Writing Job Applications  credit: 1 Hour. 
BTW 280  Global Business Communication  credit: 3 Hours. 
BTW 285  Writing a Web Presence  credit: 3 Hours. 
BTW 290  Individual Study  credit: 0 to 3 Hours. 
BTW 402  Descriptive English Grammar  credit: 3 or 4 Hours. 
BTW 490  Special Topics Prof Writing  credit: 3 or 4 Hours. 
BULG 481  Structure of Modern Bulgarian  credit: 3 Hours. 
BULG 482  Readings in Bulgarian Lit  credit: 3 or 4 Hours. 
BUS 101  Professional Responsibility and Business  credit: 3 Hours. 
BUS 115  First-Year Gies Honors Seminar  credit: 1 Hour. 
BUS 116  Intercultural Learning in Business  credit: 2 Hours. 
BUS 199  Undergraduate Open Seminar  credit: 0 to 5 Hours. 
BUS 201  Business Dynamics  credit: 3 Hours. 
BUS 215  Sophomore Gies Scholar Seminar  credit: 1 Hour. 
BUS 299  BUS Internship  credit: 0 Hours. 
BUS 301  Business in Action  credit: 3 Hours. 
BUS 302  Principles of Professional Responsibility  credit: 1 Hour. 
BUS 315  Junior Gies Scholar Seminar  credit: 1 Hour. 
BUS 399  Business Study Abroad  credit: 0 to 18 Hours. 
BUS 401  Global Business Perspectives  credit: 3 Hours. 
BUS 402  Project Management in Action  credit: 3 Hours. 
BUS 415  Senior Gies Scholar Seminar  credit: 1 Hour. 
CAS 587  Advanced Study: Special Topics  credit: 4 Hours. 
CATL 401  Intensive Catalan Language  credit: 3 Hours. 
CATL 402  Studies in Catalan Literature  credit: 3 Hours. 
CB 290  Independent Research  credit: 1 to 10 Hours. 
CB 420  Stem Cell Journal Club  credit: 1 Hour. 
CB 449  Basic Toxicology  credit: 3 Hours. 
CB 467  Fund Phar Discovery & Dev  credit: 2 Hours. 
CB 514  Neurotoxicology  credit: 3 Hours. 
CB 516  Reprod & Dev Toxicology  credit: 3 Hours. 
CB 520  Models in Biomedical Research  credit: 2 Hours. 
CB 533  Repro Physiology Lab Methods  credit: 1 to 3 Hours. 
CB 550  Detect/Anal Gene Transcripts  credit: 4 Hours. 
CB 551  Ecotoxicology North Hemisphere  credit: 1 Hour. 
CB 552  Ethics in Toxicology  credit: 1 Hour. 
CB 554  Systems Toxicology  credit: 3 Hours. 
CB 564  Comp Clinical Pharmacology  credit: 3 Hours. 
CB 590  Seminar  credit: 1 Hour. 
CB 591  Biosciences Seminar Series  credit: 0 to 1 Hours. 
CB 592  Special Problems  credit: 1 to 12 Hours. 
CB 594  Comparative Bioscience  credit: 1 to 4 Hours. 
CB 596  Interdisciplinary Tox Sem  credit: 1 Hour. 
CB 599  Thesis Research  credit: 0 to 16 Hours. 
CB 646  Advanced Therapeutics  credit: 1 Hour. 
CB 692  Special Problems  credit: 1 to 6 Hours. 
CDB 590  Individual Topics  credit: 1 to 16 Hours. 
CDB 595  Graduate Sem Cell Devel Biol  credit: 1 Hour. 
CDB 599  Thesis Research  credit: 0 to 16 Hours. 
CEE 190  Project-Based Introduction to CEE  credit: 4 Hours. 
CEE 198  Special Topics  credit: 1 to 4 Hours. 
CEE 199  Undergraduate Open Seminar  credit: 1 to 5 Hours. 
CEE 201  Systems Engrg & Economics  credit: 3 Hours. 
CEE 202  Engineering Risk & Uncertainty  credit: 3 Hours. 
CEE 300  Behavior of Materials  credit: 4 Hours. 
CEE 310  Transportation Engineering  credit: 3 Hours. 
CEE 320  Construction Engineering  credit: 3 Hours. 
CEE 330  Environmental Engineering  credit: 3 Hours. 
CEE 331  Fluid Dynamics in the Natural and Built Environment  credit: 4 Hours. 
CEE 340  Energy and Global Environment  credit: 3 Hours. 
CEE 350  Water Resources Engineering  credit: 3 Hours. 
CEE 360  Structural Engineering  credit: 3 Hours. 
CEE 380  Geotechnical Engineering  credit: 3 Hours. 
CEE 398  Special Topics  credit: 0 to 4 Hours. 
CEE 401  Concrete Materials  credit: 4 Hours. 
CEE 405  Asphalt Materials I  credit: 3 or 4 Hours. 
CEE 406  Pavement Design I  credit: 3 or 4 Hours. 
CEE 407  Airport Design  credit: 3 or 4 Hours. 
CEE 408  Railroad Transportation Engrg  credit: 3 or 4 Hours. 
CEE 409  Railroad Track Engineering  credit: 3 or 4 Hours. 
CEE 410  Railway Signaling & Control  credit: 3 or 4 Hours. 
CEE 411  RR Project Design & Constr  credit: 3 or 4 Hours. 
CEE 412  High-Speed Rail Engineering  credit: 3 or 4 Hours. 
CEE 415  Geometric Design of Roads  credit: 4 Hours. 
CEE 416  Traffic Capacity Analysis  credit: 3 or 4 Hours. 
CEE 417  Urban Transportation Planning  credit: 4 Hours. 
CEE 418  Public Transportation Systems  credit: 3 or 4 Hours. 
CEE 419  Transportation Economics  credit: 4 Hours. 
CEE 420  Construction Productivity  credit: 3 or 4 Hours. 
CEE 421  Construction Planning  credit: 3 or 4 Hours. 
CEE 422  Construction Cost Analysis  credit: 3 or 4 Hours. 
CEE 432  Stream Ecology  credit: 3 or 4 Hours. 
CEE 433  Water Technology and Policy  credit: 3 or 4 Hours. 
CEE 434  Environmental Systems I  credit: 3 Hours. 
CEE 435  Public Health Engineering  credit: 3 or 4 Hours. 
CEE 437  Water Quality Engineering  credit: 3 Hours. 
CEE 438  Science & Environmental Policy  credit: 3 Hours. 
CEE 440  Fate Cleanup Environ Pollutant  credit: 4 Hours. 
"CEE 441  Air Pollution Sources, Transport and Control  credit: 4 Hours. "
"CEE 442  Environmental Engineering Principles, Physical  credit: 4 Hours. "
"CEE 443  Env Eng Principles, Chemical  credit: 4 Hours. "
"CEE 444  Env Eng Principles, Biological  credit: 4 Hours. "
CEE 447  Atmospheric Chemistry  credit: 4 Hours. 
CEE 449  Environmental Engineering Lab  credit: 3 Hours. 
CEE 450  Surface Hydrology  credit: 3 Hours. 
CEE 451  Environmental Fluid Mechanics  credit: 3 Hours. 
CEE 452  Hydraulic Analysis and Design  credit: 3 Hours. 
CEE 453  Urban Hydrology and Hydraulics  credit: 4 Hours. 
CEE 457  Groundwater  credit: 3 Hours. 
CEE 458  Water Resources Field Methods  credit: 4 Hours. 
CEE 459  Ecohydraulics  credit: 4 Hours. 
CEE 460  Steel Structures I  credit: 3 Hours. 
CEE 461  Reinforced Concrete I  credit: 3 Hours. 
CEE 462  Steel Structures II  credit: 3 or 4 Hours. 
CEE 463  Reinforced Concrete II  credit: 3 or 4 Hours. 
CEE 465  Design of Structural Systems  credit: 3 Hours. 
CEE 467  Masonry Structures  credit: 3 or 4 Hours. 
CEE 468  Prestressed Concrete  credit: 3 or 4 Hours. 
CEE 469  Wood Structures  credit: 3 or 4 Hours. 
CEE 470  Structural Analysis  credit: 4 Hours. 
CEE 471  Structural Mechanics  credit: 3 or 4 Hours. 
CEE 472  Structural Dynamics I  credit: 3 or 4 Hours. 
CEE 473  Wind Effects on Structures  credit: 4 Hours. 
CEE 474  Mechanics of Additive Manufacturing  credit: 3 or 4 Hours. 
CEE 483  Soil Mechanics and Behavior  credit: 4 Hours. 
CEE 484  Applied Soil Mechanics  credit: 3 or 4 Hours. 
CEE 490  Computer Methods  credit: 3 or 4 Hours. 
CEE 491  Decision and Risk Analysis  credit: 3 or 4 Hours. 
CEE 492  Data Science for Civil and Environmental Engineering  credit: 3 or 4 Hours. 
CEE 493  Sustainable Design Eng Tech  credit: 4 Hours. 
CEE 495  Professional Practice  credit: 0 Hours. 
CEE 497  Independent Study  credit: 1 to 16 Hours. 
CEE 498  Special Topics  credit: 1 to 4 Hours. 
CEE 502  Advanced Cement Chemistry  credit: 4 Hours. 
CEE 503  Constr Matls Deterioration  credit: 4 Hours. 
CEE 504  Infrastructure NDE Methods  credit: 4 Hours. 
CEE 505  Transportation Soil Stabilization  credit: 4 Hours. 
CEE 506  Pavement Design II  credit: 4 Hours. 
CEE 508  Pavement Evaluation and Rehab  credit: 4 Hours. 
CEE 509  Transportation Soils  credit: 4 Hours. 
CEE 511  Railway Terminal Design and Operations  credit: 4 Hours. 
CEE 512  Logistics Systems Analysis  credit: 4 Hours. 
CEE 515  Traffic Flow Theory  credit: 4 Hours. 
CEE 517  Traffic Signal Systems  credit: 4 Hours. 
CEE 521  Building Information Modeling  credit: 4 Hours. 
CEE 522  Visual Data Analytics  credit: 4 Hours. 
CEE 524  Construction Law  credit: 4 Hours. 
CEE 525  Construction Case Studies  credit: 4 Hours. 
CEE 526  Construction Optimization  credit: 4 Hours. 
CEE 528  Construction Data Modeling  credit: 4 Hours. 
CEE 534  Surface Water Quality Modeling  credit: 4 Hours. 
CEE 535  Environmental Systems II  credit: 4 Hours. 
CEE 537  Water Quality Control Proc I  credit: 4 Hours. 
CEE 538  Water Quality Control Proc II  credit: 4 Hours. 
CEE 540  Remediation Design  credit: 4 Hours. 
CEE 543  Env Organic Chemistry  credit: 4 Hours. 
CEE 544  Advanced Surface Science  credit: 4 Hours. 
CEE 545  Aerosol Sampling and Analysis  credit: 4 Hours. 
CEE 550  Hydroclimatology  credit: 4 Hours. 
CEE 551  Open-Channel Hydraulics  credit: 4 Hours. 
CEE 552  River Basin Management  credit: 4 Hours. 
CEE 553  River Morphodynamics  credit: 4 Hours. 
CEE 554  Hydrologic Variability  credit: 4 Hours. 
CEE 555  Mixing in Environmental Flows  credit: 4 Hours. 
CEE 556  Hydrocomplexity  credit: 4 Hours. 
CEE 557  Groundwater Modeling  credit: 4 Hours. 
"CEE 558  Environmental Hydrodynamics: Modeling of Boundary-layer Flows in Rivers, Lakes and Oceans  credit: 4 Hours. "
CEE 559  Sediment Transport  credit: 4 Hours. 
CEE 560  Steel Structures III  credit: 4 Hours. 
CEE 562  Highway Bridge Design  credit: 4 Hours. 
CEE 570  Finite Element Methods  credit: 4 Hours. 
CEE 571  Computational Plates & Shells  credit: 4 Hours. 
CEE 572  Earthquake Engineering  credit: 4 Hours. 
CEE 573  Structural Dynamics II  credit: 4 Hours. 
CEE 574  Probabilistic Loads and Design  credit: 4 Hours. 
CEE 575  Fracture and Fatigue  credit: 4 Hours. 
CEE 576  Nonlinear Finite Elements  credit: 4 Hours. 
CEE 577  Computational Inelasticity  credit: 4 Hours. 
CEE 578  Structural Design Optimization  credit: 4 Hours. 
CEE 580  Excavation and Support Systems  credit: 4 Hours. 
"CEE 581  Dams, Embankments, and Slopes  credit: 4 Hours. "
CEE 582  Consolidation of Clays  credit: 4 Hours. 
CEE 583  Shear Strength of Soils  credit: 4 Hours. 
CEE 585  Deep Foundations  credit: 4 Hours. 
CEE 586  Rock Mechanics and Behavior  credit: 4 Hours. 
CEE 587  Applied Rock Mechanics  credit: 4 Hours. 
CEE 588  Geotechnical Earthquake Engrg  credit: 4 Hours. 
CEE 589  Computational Geomechanics  credit: 4 Hours. 
CEE 590  Geotechnical Field Measurement  credit: 4 Hours. 
CEE 591  Reliability Analysis  credit: 4 Hours. 
CEE 592  Sustainable Urban Systems  credit: 4 Hours. 
CEE 593  Tunneling in Soil and Rock  credit: 4 Hours. 
CEE 595  Seminar  credit: 0 to 1 Hours. 
CEE 597  Independent Study  credit: 1 to 16 Hours. 
CEE 598  Special Topics  credit: 1 to 4 Hours. 
CEE 599  Thesis Research  credit: 0 to 16 Hours. 
CHBE 101  Hidden World of Engineering  credit: 3 Hours. 
CHBE 121  CHBE Profession  credit: 1 Hour. 
CHBE 199  Undergraduate Open Seminar  credit: 1 to 5 Hours. 
CHBE 202  Cooperative Education Practice  credit: 0 Hours. 
CHBE 210  CHBE Internship  credit: 0 Hours. 
CHBE 221  Principles of CHE  credit: 3 Hours. 
CHBE 297  Individual Study Sophomores  credit: 1 to 3 Hours. 
CHBE 321  Thermodynamics  credit: 4 Hours. 
CHBE 397  Individual Study for Juniors  credit: 1 to 3 Hours. 
CHBE 411  Probability and Statistics for ChBE  credit: 3 Hours. 
CHBE 412  Computational Tools in Chemical Engineering  credit: 3 Hours. 
CHBE 413  Data Science for Chemistry and Engineering  credit: 4 Hours. 
CHBE 415  Chemical Engineering Data Science Experience  credit: 3 Hours. 
CHBE 421  Momentum and Heat Transfer  credit: 4 Hours. 
CHBE 422  Mass Transfer Operations  credit: 4 Hours. 
CHBE 424  Chemical Reaction Engineering  credit: 3 Hours. 
CHBE 430  Unit Operations Laboratory  credit: 4 Hours. 
CHBE 431  Process Design  credit: 4 Hours. 
CHBE 440  Process Control and Dynamics  credit: 3 Hours. 
CHBE 451  Transport Phenomena  credit: 3 Hours. 
CHBE 452  Chemical Kinetics & Catalysis  credit: 3 Hours. 
CHBE 453  Electrochemical Engineering  credit: 2 or 3 Hours. 
CHBE 454  CHBE Projects  credit: 2 Hours. 
CHBE 455  Polymers Synthesis and Industrial Applications  credit: 3 Hours. 
CHBE 456  Polymer Science & Engineering  credit: 3 Hours. 
CHBE 458  Synthetic Nanomaterials  credit: 3 Hours. 
CHBE 459  Polymer Rheology  credit: 3 Hours. 
CHBE 461  Functional Materials Assembly  credit: 3 Hours. 
CHBE 471  Biochemical Engineering  credit: 3 or 4 Hours. 
CHBE 472  Techniques in Biomolecular Eng  credit: 3 or 4 Hours. 
CHBE 473  Biomolecular Engineering  credit: 3 or 4 Hours. 
CHBE 474  Metabolic Engineering  credit: 3 or 4 Hours. 
CHBE 475  Tissue Engineering  credit: 3 Hours. 
CHBE 476  Biotransport  credit: 3 Hours. 
CHBE 478  Bioenergy Technology  credit: 3 Hours. 
CHBE 481  Chemical Process Safety  credit: 3 Hours. 
CHBE 494  Special Topics  credit: 1 to 3 Hours. 
CHBE 496  Undergraduate Research Abroad  credit: 1 to 3 Hours. 
CHBE 497  Individual Study for Seniors  credit: 1 to 3 Hours. 
CHBE 499  Senior Thesis  credit: 1 to 6 Hours. 
CHBE 510  Graduate CHBE Internship  credit: 0 Hours. 
CHBE 513  Advanced Transport Phenomena  credit: 4 Hours. 
CHBE 516  Reactor Process Engineering  credit: 4 Hours. 
CHBE 521  Applied Mathematics in CHBE  credit: 3 or 4 Hours. 
CHBE 522  Fluid Dynamics  credit: 4 Hours. 
CHBE 523  Heat and Mass Transfer  credit: 3 or 4 Hours. 
CHBE 525  Statistical Thermodynamics for Chemical Engineers  credit: 4 Hours. 
